what,kind,bundleId,bundleVersion,description,time
processors,sysinfo,,,"2",1289551410624
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1289551410624
java.runtime.version,sysinfo,,,"1.6.0_22-b04",1289551410624
java.specification.name,sysinfo,,,"Java Platform API Specification",1289551410624
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1289551410624
java.specification.version,sysinfo,,,"1.6",1289551410624
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1289551410624
java.version,sysinfo,,,"1.6.0_22",1289551410624
java.vm.info,sysinfo,,,"mixed mode, sharing",1289551410624
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1289551410624
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1289551410624
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1289551410624
java.vm.specification.version,sysinfo,,,"1.0",1289551410624
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1289551410624
java.vm.version,sysinfo,,,"17.1-b03",1289551410624
started,bundle,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser",1289551412617
started,bundle,org.eclipse.wst.server.core,1.1.204.v20100908,"org.eclipse.wst.server.core",1289551415937
started,bundle,org.eclipse.wst.server.ui,1.1.205.v20100908,"org.eclipse.wst.server.ui",1289551416442
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1289551416956
started,bundle,org.eclipse.jst.server.core,1.2.101.v20100421,"org.eclipse.jst.server.core",1289551426678
started,bundle,org.eclipse.jst.server.tomcat.core,1.1.202.v20100818b,"org.eclipse.jst.server.tomcat.core",1289551426684
started,bundle,org.eclipse.jst.server.tomcat.ui,1.1.200.v20100418,"org.eclipse.jst.server.tomcat.ui",1289551426695
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1289551445201
activated,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.AllMarkersView",1289551450918
started,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1289551471365
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1289551496030
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1289551610966
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1289551612909
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1289551616098
started,bundle,org.eclipse.pde.launching,3.6.0.v20100601,"org.eclipse.pde.launching",1289551626777
started,bundle,org.eclipse.ui.views.log,1.0.100.v20100423,"org.eclipse.ui.views.log",1289551626802
started,bundle,org.eclipse.pde.ui,3.6.1.v20100810_r361,"org.eclipse.pde.ui",1289551626834
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1289551627028
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1289551627030
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1289551627071
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1289551634744
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.202.v201004211732,"org.eclipse.wst.ws.service.policy.ui",1289551634828
started,bundle,org.eclipse.wst.ws.service.policy,1.0.203.v201004211732,"org.eclipse.wst.ws.service.policy",1289551634829
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1289551634890
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1289551634893
started,bundle,org.eclipse.jst.jee,1.0.301.v201007151900,"org.eclipse.jst.jee",1289551634972
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1289551938769
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1289551938811
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1289551949035
